Metric,Random_State:7.0,Split_Ratio:0.1,Random_State:42.0,Model:random_forest,Scaler:standard,ImblName:ADASYN,FeatureNum:5.0,Model:XGBmodel,FS_Method:biMaxInfgain,FS_Method:biMeanInfgain
Accuracy,0.09344325846379221,0.09150914873341795,0.08724293018706557,0.10086090184119094,0.09127994571108193,0.10225755451811733,0.08917231867065735,0.09167485993202004,0.08921023130333704,0.08939773573165324
Macro_F1,0.09504902239421764,0.09476169971715702,0.09249575171801537,0.10588485782053646,0.09540401543847994,0.10884166354299543,0.09230177760777732,0.09524418939036212,0.09266814903048226,0.0928660526780231
Macro_Precision,0.0685159618588235,0.07061421127916541,0.06568161213797863,0.06710490877512358,0.06845657547000916,0.07060305085501621,0.06776188490975905,0.061286991652686335,0.068509518084183,0.06733362258147196
Macro_Recall,0.07379449832658888,0.07816039310215929,0.07795801033675918,0.07966741643590067,0.0766789903261317,0.0815752652405177,0.07556739123202655,0.07098647790504808,0.07568683324566258,0.07581064737099934
Weighted_F1,0.10600994239493915,0.10382142836525468,0.10046507165191049,0.1193738180092149,0.10547964583756485,0.12401403774604164,0.10173875566011067,0.10754531722349096,0.10217486971462619,0.1023852667669249
Weighted_Precision,0.0648198084226087,0.0697418799773855,0.06665484275137615,0.06589334891416916,0.06745747346238817,0.07325871689112645,0.06712508110770347,0.06050748786771691,0.06826204642360811,0.06661537244473764
