Metric,FeatureNum:5.0,FS_Method:infgain,FS_Method:noSelect,FeatureNum:8.0,FeatureNum:4.0,Scaler:standard,Norm_Order:first,AugName:noAug,Prob_Threshold:0.5,Split_Ratio:0.2
Accuracy,0.7173971861471862,0.7201028138528138,0.7137445887445888,0.7137445887445888,0.7192911255411255,0.7177729677729678,0.7186748436748437,0.718464405964406,0.718464405964406,0.718464405964406
Macro_F1,0.6850204991989464,0.6847599309614915,0.6828086319400514,0.6828086319400514,0.6840326571896037,0.6853037565611767,0.6858431763967953,0.6856516963359996,0.6856516963359996,0.6856516963359996
Macro_Precision,0.6921195886571417,0.6947267756069458,0.6896272126355626,0.6896272126355626,0.6936613787149718,0.6916377248289678,0.6934865593568453,0.6931777230074234,0.6931777230074234,0.6931777230074234
Macro_Recall,0.6824807098765433,0.680792824074074,0.6812654320987654,0.6812654320987654,0.6803896604938271,0.6829475308641976,0.6832475994513032,0.6830855624142662,0.6830855624142662,0.6830855624142662
Weighted_F1,0.7149056964538346,0.7160316170257851,0.7119261891244734,0.7119261891244734,0.7152893612561148,0.7152536142372393,0.7158647740215806,0.7156767800226665,0.7156767800226665,0.7156767800226665
Weighted_Precision,0.7162262575736137,0.7169556908938798,0.7146190992481708,0.7146190992481708,0.7162827879301358,0.7160797449964224,0.7172925849956925,0.7170564690037149,0.7170564690037149,0.7170564690037149
