Metric,FeatureNum:5.0,FS_Method:infgain,FS_Method:noSelect,FeatureNum:8.0,FeatureNum:4.0,Scaler:standard,Norm_Order:first,AugName:noAug,Prob_Threshold:0.5,Split_Ratio:0.2
Accuracy,0.04122094548510963,0.03961043629936479,0.04277050371439886,0.04277050371439886,0.03741617065064249,0.036175299973787815,0.036407702043810566,0.03616123213543143,0.03616123213543143,0.03616123213543143
Macro_F1,0.038792087797681916,0.03744339984273975,0.036709647346849845,0.036709647346849845,0.036151363544543694,0.035020208055482345,0.03342367048457798,0.033252865829441515,0.033252865829441515,0.033252865829441515
Macro_Precision,0.04433155578277625,0.04356414511351287,0.041618949271496945,0.041618949271496945,0.04245045230260199,0.03914828630743321,0.039042836720101684,0.03865262065010047,0.03865262065010047,0.03865262065010047
Macro_Recall,0.0363743459648086,0.03498908834028497,0.03213917828413952,0.03213917828413952,0.03364266851089474,0.03330555479774161,0.030786782840539796,0.030667363440385252,0.030667363440385252,0.030667363440385252
Weighted_F1,0.038001230107776875,0.03654611466230716,0.038255150174081196,0.038255150174081196,0.03480570420348466,0.0337863385619548,0.033173766617137376,0.03297976114371229,0.03297976114371229,0.03297976114371229
Weighted_Precision,0.03690214174403867,0.03607066757786682,0.03335788967420107,0.03335788967420107,0.03495649567736036,0.03300386400173435,0.03187502234026863,0.03161608431171785,0.03161608431171785,0.03161608431171785
