Metric,Mean,Std
Accuracy,0.6929924242424242,0.09223540576608015
Macro_Precision,0.702440587391615,0.06747684334853328
Macro_Recall,0.7005020576131687,0.0809508309816111
Macro_F1,0.6720252463465114,0.09891900164715116
Weighted_Precision,0.7420006809767937,0.06778388224434803
Weighted_Recall,0.6929924242424242,0.09223540576608015
Weighted_F1,0.6879601702402331,0.10805786248597844
Micro_Precision,0.6929924242424242,0.09223540576608015
Micro_Recall,0.6929924242424242,0.09223540576608015
Micro_F1,0.6929924242424241,0.09223540576608014
Integrated_Score,0.695689114783139,0.08518934641438133
